Name,Type,Page,Page Number,Schematic,PartPin,LocationX,LocationY,Zone,IREF
"CAN_TX","Bidirectional","07 485&CAN","7","MAIN","U11.1","680","690","3B","[12]"
"CAN_TX","Bidirectional","12 USB DEVICE&UART","12","MAIN","J19.2","490","770","4B","[7]"
"FSMC_NBL1","Bidirectional","09 EEPROM&FLASH","9","MAIN","U14.40","500","470","4C","[2]"
"FSMC_NBL1","Bidirectional","02 MCU","2","MAIN","J1.1,U1.142","1510","420","1C","[9]"
"TXD","Bidirectional","13 POWER","13","MAIN","U19.2","700","160","3D","[2]"
"TXD","Bidirectional","02 MCU","2","MAIN","J6.2","240","830","5B","[13]"
"RXD","Bidirectional","13 POWER","13","MAIN","U19.3","700","170","3D","[2]"
"RXD","Bidirectional","02 MCU","2","MAIN","J6.4","240","840","5B","[13]"
"LCD_BL","Bidirectional","10 TFT","10","MAIN","J13.23","500","600","4B","[2]"
"LCD_BL","Bidirectional","02 MCU","2","MAIN","J3.42,U1.76","1510","710","1B","[10]"
"FSMC_A[0..18]","Bidirectional","09 EEPROM&FLASH","9","MAIN","","500","390","4C","[2,10]"
"FSMC_A[0..18]","Bidirectional","02 MCU","2","MAIN","","1510","340","1C","[9,10]"
"T_SCK","Bidirectional","10 TFT","10","MAIN","J13.34","500","580","4B","[2]"
"T_SCK","Bidirectional","02 MCU","2","MAIN","J1.31,U1.46","1510","690","1B","[10]"
"NRF_CE","Bidirectional","05 SD&RF","5","MAIN","U5.3","730","590","3B","[2]"
"NRF_CE","Bidirectional","02 MCU","2","MAIN","J3.34,U1.91","1120","600","2B","[5]"
"NRF_CS","Bidirectional","05 SD&RF","5","MAIN","U5.4","730","600","3B","[2]"
"NRF_CS","Bidirectional","02 MCU","2","MAIN","J3.33,U1.92","1120","590","2B","[5]"
"FSMC_A6","Bidirectional","10 TFT","10","MAIN","J13.2","500","450","4C","[2,9]"
"RS485_RE","Bidirectional","07 485&CAN","7","MAIN","U10.2,U10.3","660","450","3C","[2,5]"
"RS485_RE","Bidirectional","02 MCU","2","MAIN","J3.32,U1.93","1120","570","2B","[5,7]"
"NRF_IRQ","Bidirectional","05 SD&RF","5","MAIN","R36.1","730","640","3B","[2,7]"
"NRF_IRQ","Bidirectional","02 MCU","2","MAIN","J3.32,U1.93","1120","580","2B","[5,7]"
"USB_D+","Bidirectional","02 MCU","2","MAIN","U1.104","1120","470","2C","[12]"
"USB_D+","Bidirectional","12 USB DEVICE&UART","12","MAIN","J19.4","490","780","4B","[2]"
"USB_D-","Bidirectional","02 MCU","2","MAIN","U1.103","1120","480","2C","[12]"
"USB_D-","Bidirectional","12 USB DEVICE&UART","12","MAIN","J19.3","350","780","4B","[2]"
"FSMC_D[0..15]","Bidirectional","09 EEPROM&FLASH","9","MAIN","","500","360","4C","[2,10]"
"FSMC_D[0..15]","Bidirectional","10 TFT","10","MAIN","","500","360","4C","[2,9]"
"FSMC_D[0..15]","Bidirectional","02 MCU","2","MAIN","","1510","310","1C","[9,10]"
"FSMC_NBL0","Bidirectional","09 EEPROM&FLASH","9","MAIN","U14.39","500","450","4C","[2]"
"FSMC_NBL0","Bidirectional","02 MCU","2","MAIN","J1.2,U1.141","1510","400","1C","[9]"
"FSMC_NE3","Bidirectional","09 EEPROM&FLASH","9","MAIN","R54.2,U14.6","500","410","4C","[2]"
"FSMC_NE3","Bidirectional","02 MCU","2","MAIN","J3.13,U1.125","1510","360","1C","[9]"
"FSMC_NWE","Bidirectional","09 EEPROM&FLASH","9","MAIN","U14.17","500","430","4C","[2,10]"
"FSMC_NWE","Bidirectional","10 TFT","10","MAIN","J13.3","500","410","4C","[2,9]"
"FSMC_NWE","Bidirectional","02 MCU","2","MAIN","J3.17,U1.119","1510","380","1C","[9,10]"
"FSMC_NOE","Bidirectional","09 EEPROM&FLASH","9","MAIN","U14.41","500","490","4C","[2,10]"
"FSMC_NOE","Bidirectional","10 TFT","10","MAIN","J13.4","500","470","4C","[2,9]"
"FSMC_NOE","Bidirectional","02 MCU","2","MAIN","J3.18,U1.118","1510","440","1C","[9,10]"
"GBC_KEY","Bidirectional","02 MCU","2","MAIN","J1.16,U1.18","520","230","4D","[12]"
"GBC_KEY","Bidirectional","12 USB DEVICE&UART","12","MAIN","U18.2","460","330","4C","[2]"
"GBC_LED","Bidirectional","02 MCU","2","MAIN","J1.19,U1.26","520","310","4C","[12]"
"GBC_LED","Bidirectional","12 USB DEVICE&UART","12","MAIN","U18.1","460","340","4C","[2]"
"RMII_REF_CLK","Bidirectional","04 EARTHNET","4","MAIN","U3.14","780","500","3C","[2]"
"RMII_REF_CLK","Bidirectional","02 MCU","2","MAIN","J1.23,U1.35","520","400","4C","[4]"
"PWM_DAC","Bidirectional","06 I2S CODEC","6","MAIN","R43.1","570","840","4B","[2,12]"
"PWM_DAC","Bidirectional","02 MCU","2","MAIN","U1.37","520","440","4C","[6,12]"
"USART2_RX","Bidirectional","02 MCU","2","MAIN","U1.37","520","430","4C","[6,12]"
"USART2_RX","Bidirectional","12 USB DEVICE&UART","12","MAIN","J17.4","490","600","4B","[2,6]"
"T_CS","Bidirectional","10 TFT","10","MAIN","J13.33","500","560","4C","[2]"
"T_CS","Bidirectional","02 MCU","2","MAIN","J1.7,U1.7","1510","670","1B","[10]"
"SPI1_SCK","Bidirectional","09 EEPROM&FLASH","9","MAIN","U15.6","900","760","3B","[2,5]"
"SPI1_SCK","Bidirectional","05 SD&RF","5","MAIN","U5.5","730","610","3B","[2,9]"
"SPI1_SCK","Bidirectional","02 MCU","2","MAIN","J2.13,J3.7,R3.1,U1.133","1120","170","2D","[5,9]"
"SPI1_MOSI","Bidirectional","09 EEPROM&FLASH","9","MAIN","U15.5","900","770","3B","[2,5]"
"SPI1_MOSI","Bidirectional","05 SD&RF","5","MAIN","U5.6","730","620","3B","[2,9]"
"SPI1_MOSI","Bidirectional","02 MCU","2","MAIN","J3.5,U1.135","1120","150","2D","[5,9]"
"DCMI_VSYNC","Bidirectional","11 CAMERA","11","MAIN","J14.3","500","390","4C","[2]"
"DCMI_VSYNC","Bidirectional","02 MCU","2","MAIN","J3.3,U1.137","150","600","5B","[11]"
"USB_PWR","Bidirectional","02 MCU","2","MAIN","J2.5,J3.24,R5.1,U1.110","1120","400","2C","[12]"
"USB_PWR","Bidirectional","12 USB DEVICE&UART","12","MAIN","Q3.1","810","830","3B","[2]"
"I2S_LRCK","Bidirectional","06 I2S CODEC","6","MAIN","U9.7","540","560","4C","[2]"
"I2S_LRCK","Bidirectional","02 MCU","2","MAIN","J1.44,U1.73","1120","780","2B","[6]"
"I2S_SCLK","Bidirectional","06 I2S CODEC","6","MAIN","U9.8","540","570","4B","[2]"
"I2S_SCLK","Bidirectional","02 MCU","2","MAIN","J1.41,U1.74","1120","770","2B","[6]"
"T_MOSI","Bidirectional","10 TFT","10","MAIN","J13.30","500","520","4C","[2]"
"T_MOSI","Bidirectional","02 MCU","2","MAIN","J1.36,U1.49","1510","630","1B","[10]"
"F_CS","Bidirectional","09 EEPROM&FLASH","9","MAIN","U15.1","730","740","3B","[2]"
"F_CS","Bidirectional","02 MCU","2","MAIN","J3.43,U1.75","1120","760","2B","[9]"
"T_PEN","Bidirectional","10 TFT","10","MAIN","J13.31","500","540","4C","[2]"
"T_PEN","Bidirectional","02 MCU","2","MAIN","J1.34,U1.47","1510","650","1B","[10]"
"I2S_SDOUT","Bidirectional","06 I2S CODEC","6","MAIN","U9.9","540","620","4B","[2]"
"I2S_SDOUT","Bidirectional","02 MCU","2","MAIN","J1.21,U1.28","520","330","4C","[6]"
"IIC_SCL","Bidirectional","06 I2S CODEC","6","MAIN","U9.16","930","620","3B","[2,9]"
"IIC_SCL","Bidirectional","09 EEPROM&FLASH","9","MAIN","R55.2,U16.6","970","900","3A","[2,6]"
"IIC_SCL","Bidirectional","02 MCU","2","MAIN","J3.2,U1.139","1120","110","2D","[6,9]"
"T_MISO","Bidirectional","10 TFT","10","MAIN","J13.29","500","500","4C","[2]"
"T_MISO","Bidirectional","02 MCU","2","MAIN","J1.33,R10.2,U1.48","1510","610","1B","[10]"
"I2S_SDIN","Bidirectional","06 I2S CODEC","6","MAIN","U9.10","540","630","4B","[2]"
"I2S_SDIN","Bidirectional","02 MCU","2","MAIN","J1.24,U1.29","520","340","4C","[6]"
"RMII_RXD0","Bidirectional","04 EARTHNET","4","MAIN","U3.8","750","640","3B","[2]"
"RMII_RXD0","Bidirectional","02 MCU","2","MAIN","J1.29,U1.44","520","500","4C","[4]"
"RMII_RXD1","Bidirectional","04 EARTHNET","4","MAIN","U3.7","750","650","3B","[2]"
"RMII_RXD1","Bidirectional","02 MCU","2","MAIN","J1.32,U1.45","520","510","4C","[4]"
"IIC_SDA","Bidirectional","06 I2S CODEC","6","MAIN","U9.17","930","610","3B","[2,9]"
"IIC_SDA","Bidirectional","09 EEPROM&FLASH","9","MAIN","R56.2,U16.5","970","920","3A","[2,6]"
"IIC_SDA","Bidirectional","02 MCU","2","MAIN","J3.1,U1.140","1120","100","2D","[6,9]"
"SDIO_SCK","Bidirectional","05 SD&RF","5","MAIN","U4.5","730","320","3C","[2]"
"SDIO_SCK","Bidirectional","02 MCU","2","MAIN","J3.21,U1.113","1120","370","2C","[5]"
"ETH_RESET","Bidirectional","04 EARTHNET","4","MAIN","R29.1,U3.15","780","490","3C","[2]"
"ETH_RESET","Bidirectional","02 MCU","2","MAIN","J3.19,U1.117","1120","330","2C","[4]"
"RESET","Bidirectional","13 POWER","13","MAIN","D6.1","1030","130","2D","[2,10]"
"RESET","Bidirectional","10 TFT","10","MAIN","J13.5","500","430","4C","[2,13]"
"RESET","Bidirectional","02 MCU","2","MAIN","C20.1,J2.15,R11.2,SW1.3,U1.25","1510","550","1C","[10,13]"
"RMII_TX_EN","Bidirectional","04 EARTHNET","4","MAIN","U3.16","780","480","3C","[2]"
"RMII_TX_EN","Bidirectional","02 MCU","2","MAIN","J3.12,U1.126","1120","240","2D","[4]"
"DCMI_PWDN","Bidirectional","11 CAMERA","11","MAIN","J14.18","500","490","4C","[2]"
"DCMI_PWDN","Bidirectional","02 MCU","2","MAIN","J3.14,U1.124","150","700","5B","[11]"
"1WIRE_DQ","Bidirectional","02 MCU","2","MAIN","J3.14,U1.124","1120","260","2D","[11]"
"BEEP","Bidirectional","03 MODULE","3","MAIN","R17.1","800","690","3B","[2]"
"BEEP","Bidirectional","02 MCU","2","MAIN","J1.18,U1.20","520","250","4D","[3]"
"SPI1_MISO","Bidirectional","09 EEPROM&FLASH","9","MAIN","U15.2","730","750","3B","[2,5]"
"SPI1_MISO","Bidirectional","05 SD&RF","5","MAIN","U5.7","730","630","3B","[2,9]"
"SPI1_MISO","Bidirectional","02 MCU","2","MAIN","J2.3,J3.6,R6.1,U1.134","1120","160","2D","[5,9]"
"LIGHT_SENSOR","Bidirectional","08 SENSOR","8","MAIN","R52.1","740","600","3B","[2]"
"LIGHT_SENSOR","Bidirectional","02 MCU","2","MAIN","J1.15,U1.19","520","240","4D","[8]"
"FSMC_NE4","Bidirectional","10 TFT","10","MAIN","J13.1","500","390","4C","[2]"
"FSMC_NE4","Bidirectional","02 MCU","2","MAIN","J3.11,U1.127","1510","510","1C","[10]"
"WK_UP","Bidirectional","03 MODULE","3","MAIN","SW2.3","920","290","3C","[2]"
"WK_UP","Bidirectional","02 MCU","2","MAIN","J1.26,U1.34","520","390","4C","[3]"
"RMII_CRS_DV","Bidirectional","04 EARTHNET","4","MAIN","U3.11","750","610","3B","[2]"
"RMII_CRS_DV","Bidirectional","02 MCU","2","MAIN","J1.30,U1.43","520","490","4C","[4]"
"SDIO_D0","Bidirectional","05 SD&RF","5","MAIN","R31.2,U4.7","730","300","3C","[2,11]"
"SDIO_D0","Bidirectional","02 MCU","2","MAIN","J3.29,U1.98","1120","530","2C","[5,11]"
"RS485_RX","Bidirectional","07 485&CAN","7","MAIN","U10.4","660","470","3C","[12]"
"RS485_RX","Bidirectional","12 USB DEVICE&UART","12","MAIN","J17.5","340","610","4B","[7]"
"RS485_TX","Bidirectional","07 485&CAN","7","MAIN","U10.1","660","440","3C","[12]"
"RS485_TX","Bidirectional","12 USB DEVICE&UART","12","MAIN","J17.6","490","610","4B","[7]"
"SDIO_D1","Bidirectional","05 SD&RF","5","MAIN","R32.2,U4.8","730","290","3C","[2,11]"
"SDIO_D1","Bidirectional","02 MCU","2","MAIN","J3.28,U1.99","1120","520","2C","[5,11]"
"RMII_TXD1","Bidirectional","04 EARTHNET","4","MAIN","U3.18","780","460","3C","[2]"
"RMII_TXD1","Bidirectional","02 MCU","2","MAIN","J3.9,U1.129","1120","210","2D","[4]"
"USART3_TX","Bidirectional","02 MCU","2","MAIN","U1.69","520","750","4B","[12]"
"USART3_TX","Bidirectional","12 USB DEVICE&UART","12","MAIN","J18.3","340","680","4B","[2]"
"SDIO_D3","Bidirectional","05 SD&RF","5","MAIN","R34.1,U4.2","730","350","3C","[2,11]"
"SDIO_D3","Bidirectional","02 MCU","2","MAIN","J3.22,U1.112","1120","380","2C","[5,11]"
"RMII_TXD0","Bidirectional","04 EARTHNET","4","MAIN","U3.17","780","470","3C","[2]"
"RMII_TXD0","Bidirectional","02 MCU","2","MAIN","J3.10,U1.128","1120","220","2D","[4]"
"USART3_RX","Bidirectional","02 MCU","2","MAIN","U1.70","520","760","4B","[12]"
"USART3_RX","Bidirectional","12 USB DEVICE&UART","12","MAIN","J18.4","490","680","4B","[2]"
"KEY0","Bidirectional","03 MODULE","3","MAIN","SW3.3","920","330","3C","[2]"
"KEY0","Bidirectional","02 MCU","2","MAIN","J1.6,U1.3","520","80","4D","[3]"
"I2S_MCLK","Bidirectional","06 I2S CODEC","6","MAIN","U9.11","540","640","4B","[2,11]"
"I2S_MCLK","Bidirectional","02 MCU","2","MAIN","J3.31,U1.96","1120","550","2C","[6,11]"
"KEY2","Bidirectional","03 MODULE","3","MAIN","SW5.3","920","410","3C","[2]"
"KEY2","Bidirectional","02 MCU","2","MAIN","J1.4,U1.1","520","60","4D","[3]"
"USART2_TX","Bidirectional","02 MCU","2","MAIN","U1.36","520","420","4C","[4,12]"
"USART2_TX","Bidirectional","12 USB DEVICE&UART","12","MAIN","J17.3","340","600","4B","[2,4]"
"ETH_MDIO","Bidirectional","04 EARTHNET","4","MAIN","R30.2","750","600","3B","[2,12]"
"ETH_MDIO","Bidirectional","02 MCU","2","MAIN","U1.36","520","410","4C","[4,12]"
