Name,Type,Page,Page Number,Schematic,PartPin,LocationX,LocationY,Zone,IREF
"CSI_VSYNC","OffPage","06 CPU PERI1","6","MAIN","U101E.F2","440","420","4C","{9}"
"CSI_MCLK","OffPage","09 CONNECTOR","9","MAIN","U510.2","450","260","4D","{6}"
"CSI_MCLK","OffPage","06 CPU PERI1","6","MAIN","U101E.F5","440","390","4C","{9}"
"ACC_INT","OffPage","07 CPU PERI2","7","MAIN","U101B.R10","290","380","5C","{9}"
"SNVS_TAMPER0","OffPage","09 CONNECTOR","9","MAIN","U511.6","870","300","3C","{7}"
"SNVS_TAMPER0","OffPage","07 CPU PERI2","7","MAIN","U101B.R10","580","380","4C","{9}"
"SD1_VSELECT","OffPage","10 POWER","10","MAIN","Q10.1,R700.1","340","930","4A","{6,9}"
"SD1_VSELECT","OffPage","09 CONNECTOR","9","MAIN","U510.47","320","380","4C","{6,10}"
"SD1_VSELECT","OffPage","06 CPU PERI1","6","MAIN","U101K.M17","750","650","3B","{9,10}"
"GPIO_5","OffPage","06 CPU PERI1","6","MAIN","U101K.M17","510","650","4B","{9,10}"
"UART2_RXD","OffPage","09 CONNECTOR","9","MAIN","U511.41","740","440","3C","{7}"
"UART2_RXD","OffPage","07 CPU PERI2","7","MAIN","U101B.J16","960","540","3C","{9}"
"SHIFT_STCP","OffPage","07 CPU PERI2","7","MAIN","U101B.N10","290","450","5C","{9}"
"SNVS_TAMPER7","OffPage","09 CONNECTOR","9","MAIN","U511.10","870","340","3C","{7}"
"SNVS_TAMPER7","OffPage","07 CPU PERI2","7","MAIN","U101B.N10","580","450","4C","{9}"
"SNVS_TAMPER2","OffPage","09 CONNECTOR","9","MAIN","U511.12","870","360","3C","{7}"
"SNVS_TAMPER2","OffPage","07 CPU PERI2","7","MAIN","U101B.P11","580","400","4C","{9}"
"PERI_PWREN","OffPage","07 CPU PERI2","7","MAIN","U101B.P11","290","400","5C","{9}"
"SD1_DATA1","OffPage","09 CONNECTOR","9","MAIN","U510.50","320","350","4C","{6}"
"SD1_DATA1","OffPage","06 CPU PERI1","6","MAIN","U101I.B2","1340","740","1B","{9}"
"USB_OTG1_DP","OffPage","09 CONNECTOR","9","MAIN","U511.54","740","310","3C","{6}"
"USB_OTG1_DP","OffPage","06 CPU PERI1","6","MAIN","U101F.U15","1300","500","2C","{9}"
"UART3_CTS","OffPage","09 CONNECTOR","9","MAIN","U511.36","740","490","3C","{7}"
"UART3_CTS","OffPage","07 CPU PERI2","7","MAIN","U101B.H15","960","610","3B","{9}"
"CAN1_TX","OffPage","07 CPU PERI2","7","MAIN","U101B.H15","1240","610","2B","{9}"
"UART1_RTS","OffPage","09 CONNECTOR","9","MAIN","U511.43","740","420","3C","{7}"
"UART1_RTS","OffPage","07 CPU PERI2","7","MAIN","U101B.J14","960","500","3C","{9}"
"SD1_CD","OffPage","07 CPU PERI2","7","MAIN","U101B.J14","1240","500","2C","{9}"
"UART5_TXD","OffPage","09 CONNECTOR","9","MAIN","U511.31","740","540","3C","{7}"
"UART5_TXD","OffPage","07 CPU PERI2","7","MAIN","U101B.F17","960","660","3B","{9}"
"I2C2_SCL","OffPage","07 CPU PERI2","7","MAIN","U101B.F17","1240","660","2B","{9}"
"nUSB_OTG_CHD","OffPage","09 CONNECTOR","9","MAIN","U511.52","740","330","3C","{6}"
"nUSB_OTG_CHD","OffPage","06 CPU PERI1","6","MAIN","U101F.U16","1300","510","2C","{9}"
"GPIO_DVFS","OffPage","10 POWER","10","MAIN","Q12.1,R704.2","1260","140","2D","{7}"
"GPIO_DVFS","OffPage","07 CPU PERI2","7","MAIN","U101B.P10","290","410","5C","{10}"
"SNVS_TAMPER3","OffPage","07 CPU PERI2","7","MAIN","U101B.P10","580","410","4C","{10}"
"ONOFF","OffPage","09 CONNECTOR","9","MAIN","U511.4","870","280","3C","{7}"
"ONOFF","OffPage","07 CPU PERI2","7","MAIN","U101B.R8","580","310","4C","{9}"
"CSI_DATA6","OffPage","09 CONNECTOR","9","MAIN","U510.4","450","280","4C","{6}"
"CSI_DATA6","OffPage","06 CPU PERI1","6","MAIN","U101E.D2","440","510","4C","{9}"
"ENET1_RXD0","OffPage","09 CONNECTOR","9","MAIN","U511.26","870","500","3C","{6}"
"ENET1_RXD0","OffPage","06 CPU PERI1","6","MAIN","U101H.F16","500","810","4B","{9}"
"CSI_DATA2","OffPage","09 CONNECTOR","9","MAIN","U510.3","450","270","4D","{6}"
"CSI_DATA2","OffPage","06 CPU PERI1","6","MAIN","U101E.E2","440","470","4C","{9}"
"UART3_RXD","OffPage","09 CONNECTOR","9","MAIN","U511.37","740","480","3C","{7}"
"UART3_RXD","OffPage","07 CPU PERI2","7","MAIN","U101B.H16","960","590","3B","{9}"
"UART2_RTS_BB","OffPage","07 CPU PERI2","7","MAIN","U101B.H16","1240","590","2B","{9}"
"CSI_DATA5","OffPage","09 CONNECTOR","9","MAIN","U510.6","450","300","4C","{6}"
"CSI_DATA5","OffPage","06 CPU PERI1","6","MAIN","U101E.D3","440","500","4C","{9}"
"CSI_DATA4","OffPage","09 CONNECTOR","9","MAIN","U510.55","320","300","4C","{6}"
"CSI_DATA4","OffPage","06 CPU PERI1","6","MAIN","U101E.D4","440","490","4C","{9}"
"UART2_RTS","OffPage","09 CONNECTOR","9","MAIN","U511.40","740","450","3C","{7}"
"UART2_RTS","OffPage","07 CPU PERI2","7","MAIN","U101B.H14","960","550","3C","{9}"
"CAN2_RX","OffPage","07 CPU PERI2","7","MAIN","U101B.H14","1240","550","2C","{9}"
"CSI_DATA1","OffPage","09 CONNECTOR","9","MAIN","U510.57","320","280","4C","{6}"
"CSI_DATA1","OffPage","06 CPU PERI1","6","MAIN","U101E.E3","440","460","4C","{9}"
"GPIO_8","OffPage","09 CONNECTOR","9","MAIN","U511.16","870","400","3C","{6}"
"GPIO_8","OffPage","06 CPU PERI1","6","MAIN","U101K.N17","510","680","4B","{9}"
"BLT_PWM","OffPage","06 CPU PERI1","6","MAIN","U101K.N17","750","680","3B","{9}"
"JTAG_TCK","OffPage","09 CONNECTOR","9","MAIN","U511.19","870","430","3C","{7}"
"JTAG_TCK","OffPage","07 CPU PERI2","7","MAIN","R534.1,U101B.M14","1030","330","2C","{9}"
"SAI2_RXD","OffPage","07 CPU PERI2","7","MAIN","R534.1,U101B.M14","1240","330","2C","{9}"
"CSI_DATA7","OffPage","09 CONNECTOR","9","MAIN","U510.58","320","270","4D","{6}"
"CSI_DATA7","OffPage","06 CPU PERI1","6","MAIN","U101E.D1","440","520","4C","{9}"
"UART2_CTS","OffPage","09 CONNECTOR","9","MAIN","U511.39","740","460","3C","{7}"
"UART2_CTS","OffPage","07 CPU PERI2","7","MAIN","U101B.J15","960","560","3C","{9}"
"CAN2_TX","OffPage","07 CPU PERI2","7","MAIN","U101B.J15","1240","560","2C","{9}"
"CSI_DATA0","OffPage","09 CONNECTOR","9","MAIN","U510.56","320","290","4C","{6}"
"CSI_DATA0","OffPage","06 CPU PERI1","6","MAIN","U101E.E4","440","450","4C","{9}"
"JTAG_TMS","OffPage","09 CONNECTOR","9","MAIN","U511.20","870","440","3C","{7}"
"JTAG_TMS","OffPage","07 CPU PERI2","7","MAIN","U101B.P14","1030","340","2C","{9}"
"SAI2_MCLK","OffPage","07 CPU PERI2","7","MAIN","U101B.P14","1240","340","2C","{9}"
"CSI_DATA3","OffPage","09 CONNECTOR","9","MAIN","U510.59","320","260","4D","{6}"
"CSI_DATA3","OffPage","06 CPU PERI1","6","MAIN","U101E.E1","440","480","4C","{9}"
"BOOT_MODE1","OffPage","09 CONNECTOR","9","MAIN","U511.8","870","320","3C","{7}"
"BOOT_MODE1","OffPage","07 CPU PERI2","7","MAIN","U101B.U10","580","350","4C","{9}"
"SHIFT_SHCP","OffPage","07 CPU PERI2","7","MAIN","U101B.U10","290","350","5C","{9}"
"CSI_PIXCLK","OffPage","09 CONNECTOR","9","MAIN","U510.5","450","290","4C","{6}"
"CSI_PIXCLK","OffPage","06 CPU PERI1","6","MAIN","U101E.E5","440","400","4C","{9}"
"SNVS_TAMPER1","OffPage","09 CONNECTOR","9","MAIN","U511.5","870","290","3C","{7}"
"SNVS_TAMPER1","OffPage","07 CPU PERI2","7","MAIN","U101B.R9","580","390","4C","{9}"
"BT_DISABLE","OffPage","07 CPU PERI2","7","MAIN","U101B.R9","290","390","5C","{9}"
"ENET1_RXER","OffPage","09 CONNECTOR","9","MAIN","U511.30","870","540","3C","{6}"
"ENET1_RXER","OffPage","06 CPU PERI1","6","MAIN","U101H.D15","500","830","4B","{9}"
"UART1_CTS","OffPage","09 CONNECTOR","9","MAIN","U511.48","740","370","3C","{7}"
"UART1_CTS","OffPage","07 CPU PERI2","7","MAIN","U101B.K15","960","510","3C","{9}"
"HDMI_INT","OffPage","07 CPU PERI2","7","MAIN","U101B.K15","1240","510","2C","{9}"
"LCD_DISP","OffPage","09 CONNECTOR","9","MAIN","U510.48","320","370","4C","{7}"
"LCD_DISP","OffPage","07 CPU PERI2","7","MAIN","U101B.R6","290","470","5C","{9}"
"SNVS_TAMPER9","OffPage","07 CPU PERI2","7","MAIN","U101B.R6","580","470","4C","{9}"
"ENET2_CRS_DV","OffPage","09 CONNECTOR","9","MAIN","U510.33","320","520","4C","{6}"
"ENET2_CRS_DV","OffPage","06 CPU PERI1","6","MAIN","U101H.B17","500","930","4A","{9}"
"JTAG_TDI","OffPage","09 CONNECTOR","9","MAIN","U511.17","870","410","3C","{7}"
"JTAG_TDI","OffPage","07 CPU PERI2","7","MAIN","U101B.N16","1030","350","2C","{9}"
"SAI2_BCLK","OffPage","07 CPU PERI2","7","MAIN","U101B.N16","1240","350","2C","{9}"
"UART3_RTS","OffPage","09 CONNECTOR","9","MAIN","U511.35","740","500","3C","{7}"
"UART3_RTS","OffPage","07 CPU PERI2","7","MAIN","U101B.G14","960","600","3B","{9}"
"CAN1_RX","OffPage","07 CPU PERI2","7","MAIN","U101B.G14","1240","600","2B","{9}"
"GPIO_1","OffPage","09 CONNECTOR","9","MAIN","U511.49","740","360","3C","{6}"
"GPIO_1","OffPage","06 CPU PERI1","6","MAIN","U101K.L15","510","610","4B","{9}"
"USB_OTG1_OC","OffPage","06 CPU PERI1","6","MAIN","U101K.L15","750","610","3B","{9}"
"ENET2_TXD1","OffPage","09 CONNECTOR","9","MAIN","U510.35","320","500","4C","{6}"
"ENET2_TXD1","OffPage","06 CPU PERI1","6","MAIN","U101H.A16","500","870","4A","{9}"
"ECSPI4_SCLK","OffPage","06 CPU PERI1","6","MAIN","U101H.A16","760","870","3A","{9}"
"UART1_RXD","OffPage","09 CONNECTOR","9","MAIN","U511.46","740","390","3C","{7}"
"UART1_RXD","OffPage","07 CPU PERI2","7","MAIN","U101B.K16","960","490","3C","{9}"
"LCD_DATA13","OffPage","09 CONNECTOR","9","MAIN","U510.20","450","440","4C","{6,8}"
"LCD_DATA13","OffPage","08 BOOT CFG","8","MAIN","R658.1,R674.1","1520","690","2C","{6,9}"
"LCD_DATA13","OffPage","06 CPU PERI1","6","MAIN","U101D.B12","1290","310","2C","{8,9}"
"ENET2_RXD1","OffPage","09 CONNECTOR","9","MAIN","U510.37","320","480","4C","{6}"
"ENET2_RXD1","OffPage","06 CPU PERI1","6","MAIN","U101H.C16","500","910","4A","{9}"
"LCD_DATA15","OffPage","09 CONNECTOR","9","MAIN","U510.22","450","460","4C","{6,8}"
"LCD_DATA15","OffPage","08 BOOT CFG","8","MAIN","R676.1","1520","710","2C","{6,9}"
"LCD_DATA15","OffPage","06 CPU PERI1","6","MAIN","U101D.D13","1290","330","2C","{8,9}"
"SNVS_TAMPER5","OffPage","09 CONNECTOR","9","MAIN","U511.11","870","350","3C","{7}"
"SNVS_TAMPER5","OffPage","07 CPU PERI2","7","MAIN","U101B.N8","580","430","4C","{9}"
"ENET1_nINT","OffPage","07 CPU PERI2","7","MAIN","U101B.N8","290","430","5C","{9}"
"LCD_DATA9","OffPage","09 CONNECTOR","9","MAIN","U510.16","450","400","4C","{6,8}"
"LCD_DATA9","OffPage","08 BOOT CFG","8","MAIN","R670.1","1520","650","2C","{6,9}"
"LCD_DATA9","OffPage","06 CPU PERI1","6","MAIN","U101D.A11","1290","270","2D","{8,9}"
"LCD_DATA2","OffPage","09 CONNECTOR","9","MAIN","U510.9","450","330","4C","{6,8}"
"LCD_DATA2","OffPage","08 BOOT CFG","8","MAIN","R663.1","1520","560","2C","{6,9}"
"LCD_DATA2","OffPage","06 CPU PERI1","6","MAIN","U101D.E10","1290","200","2D","{8,9}"
"JTAG_MOD","OffPage","09 CONNECTOR","9","MAIN","U511.22","870","460","3C","{7}"
"JTAG_MOD","OffPage","07 CPU PERI2","7","MAIN","R533.1,U101B.P15","1030","380","2C","{9}"
"SPDIF_TX","OffPage","07 CPU PERI2","7","MAIN","R533.1,U101B.P15","1240","380","2C","{9}"
"LCD_DATA18","OffPage","09 CONNECTOR","9","MAIN","U510.25","450","490","4C","{6,8}"
"LCD_DATA18","OffPage","08 BOOT CFG","8","MAIN","R679.1","1520","760","2B","{6,9}"
"LCD_DATA18","OffPage","06 CPU PERI1","6","MAIN","U101D.A13","1290","360","2C","{8,9}"
"UART3_TXD","OffPage","09 CONNECTOR","9","MAIN","U511.38","740","470","3C","{7}"
"UART3_TXD","OffPage","07 CPU PERI2","7","MAIN","U101B.H17","960","580","3B","{9}"
"UART2_CTS_BB","OffPage","07 CPU PERI2","7","MAIN","U101B.H17","1240","580","2B","{9}"
"LCD_DATA16","OffPage","09 CONNECTOR","9","MAIN","U510.23","450","470","4C","{6,8}"
"LCD_DATA16","OffPage","08 BOOT CFG","8","MAIN","R677.1","1520","740","2B","{6,9}"
"LCD_DATA16","OffPage","06 CPU PERI1","6","MAIN","U101D.C13","1290","340","2C","{8,9}"
"LCD_DATA23","OffPage","09 CONNECTOR","9","MAIN","U510.30","450","540","4C","{6,8}"
"LCD_DATA23","OffPage","08 BOOT CFG","8","MAIN","R684.1","1520","810","2B","{6,9}"
"LCD_DATA23","OffPage","06 CPU PERI1","6","MAIN","U101D.B16","1290","410","2C","{8,9}"
"JTAG_nTRST","OffPage","09 CONNECTOR","9","MAIN","U511.21","870","450","3C","{7}"
"JTAG_nTRST","OffPage","07 CPU PERI2","7","MAIN","U101B.N14","1030","370","2C","{9}"
"SAI2_TXD","OffPage","07 CPU PERI2","7","MAIN","U101B.N14","1240","370","2C","{9}"
"LCD_DATA21","OffPage","09 CONNECTOR","9","MAIN","U510.28","450","520","4C","{6,8}"
"LCD_DATA21","OffPage","08 BOOT CFG","8","MAIN","R682.1","1520","790","2B","{6,9}"
"LCD_DATA21","OffPage","06 CPU PERI1","6","MAIN","U101D.B14","1290","390","2C","{8,9}"
"LCD_DATA0","OffPage","09 CONNECTOR","9","MAIN","U510.7","450","310","4C","{6,8}"
"LCD_DATA0","OffPage","08 BOOT CFG","8","MAIN","R660.1,R661.1","1520","540","2C","{6,9}"
"LCD_DATA0","OffPage","06 CPU PERI1","6","MAIN","U101D.B9","1290","180","2D","{8,9}"
"SNVS_TAMPER8","OffPage","09 CONNECTOR","9","MAIN","U511.9","870","330","3C","{7}"
"SNVS_TAMPER8","OffPage","07 CPU PERI2","7","MAIN","U101B.N9","580","460","4C","{9}"
"SHIFT_nOE","OffPage","07 CPU PERI2","7","MAIN","U101B.N9","290","460","5C","{9}"
"LCD_DATA11","OffPage","09 CONNECTOR","9","MAIN","U510.18","450","420","4C","{6,8}"
"LCD_DATA11","OffPage","08 BOOT CFG","8","MAIN","R672.1","1520","670","2C","{6,9}"
"LCD_DATA11","OffPage","06 CPU PERI1","6","MAIN","U101D.D12","1290","290","2C","{8,9}"
"SNVS_TAMPER4","OffPage","09 CONNECTOR","9","MAIN","U511.3","870","270","3D","{7}"
"SNVS_TAMPER4","OffPage","07 CPU PERI2","7","MAIN","U101B.P9","580","420","4C","{9}"
"AUD_INT","OffPage","07 CPU PERI2","7","MAIN","U101B.P9","290","420","5C","{9}"
"LCD_DATA1","OffPage","09 CONNECTOR","9","MAIN","U510.8","450","320","4C","{6,8}"
"LCD_DATA1","OffPage","08 BOOT CFG","8","MAIN","R659.1,R662.1","1520","550","2C","{6,9}"
"LCD_DATA1","OffPage","06 CPU PERI1","6","MAIN","U101D.A9","1290","190","2D","{8,9}"
"UART4_TXD","OffPage","09 CONNECTOR","9","MAIN","U511.33","740","520","3C","{7}"
"UART4_TXD","OffPage","07 CPU PERI2","7","MAIN","U101B.G17","960","630","3B","{9}"
"I2C1_SCL","OffPage","07 CPU PERI2","7","MAIN","U101B.G17","1240","630","2B","{9}"
"LCD_DATA19","OffPage","09 CONNECTOR","9","MAIN","U510.26","450","500","4C","{6,8}"
"LCD_DATA19","OffPage","08 BOOT CFG","8","MAIN","R680.1","1520","770","2B","{6,9}"
"LCD_DATA19","OffPage","06 CPU PERI1","6","MAIN","U101D.D14","1290","370","2C","{8,9}"
"UART1_TXD","OffPage","09 CONNECTOR","9","MAIN","U511.50","740","350","3C","{7}"
"UART1_TXD","OffPage","07 CPU PERI2","7","MAIN","U101B.K14","960","480","3C","{9}"
"LCD_DATA17","OffPage","09 CONNECTOR","9","MAIN","U510.24","450","480","4C","{6,8}"
"LCD_DATA17","OffPage","08 BOOT CFG","8","MAIN","R678.1","1520","750","2B","{6,9}"
"LCD_DATA17","OffPage","06 CPU PERI1","6","MAIN","U101D.B13","1290","350","2C","{8,9}"
"LCD_DATA5","OffPage","09 CONNECTOR","9","MAIN","U510.12","450","360","4C","{6,8}"
"LCD_DATA5","OffPage","08 BOOT CFG","8","MAIN","R666.1","1520","590","2C","{6,9}"
"LCD_DATA5","OffPage","06 CPU PERI1","6","MAIN","U101D.B10","1290","230","2D","{8,9}"
"UART2_TXD","OffPage","09 CONNECTOR","9","MAIN","U511.42","740","430","3C","{7}"
"UART2_TXD","OffPage","07 CPU PERI2","7","MAIN","U101B.J17","960","530","3C","{9}"
"LCD_DATA8","OffPage","09 CONNECTOR","9","MAIN","U510.15","450","390","4C","{6,8}"
"LCD_DATA8","OffPage","08 BOOT CFG","8","MAIN","R669.1","1520","640","2C","{6,9}"
"LCD_DATA8","OffPage","06 CPU PERI1","6","MAIN","U101D.B11","1290","260","2D","{8,9}"
"UART4_RXD","OffPage","09 CONNECTOR","9","MAIN","U511.34","740","510","3C","{7}"
"UART4_RXD","OffPage","07 CPU PERI2","7","MAIN","U101B.G16","960","640","3B","{9}"
"I2C1_SDA","OffPage","07 CPU PERI2","7","MAIN","U101B.G16","1240","640","2B","{9}"
"LCD_DATA3","OffPage","09 CONNECTOR","9","MAIN","U510.10","450","340","4C","{6,8}"
"LCD_DATA3","OffPage","08 BOOT CFG","8","MAIN","R664.1","1520","570","2C","{6,9}"
"LCD_DATA3","OffPage","06 CPU PERI1","6","MAIN","U101D.D10","1290","210","2D","{8,9}"
"ENET2_nINT","OffPage","09 CONNECTOR","9","MAIN","U510.39","320","460","4C","{7}"
"ENET2_nINT","OffPage","07 CPU PERI2","7","MAIN","U101B.N11","290","440","5C","{9}"
"SNVS_TAMPER6","OffPage","07 CPU PERI2","7","MAIN","U101B.N11","580","440","4C","{9}"
"LCD_DATA10","OffPage","09 CONNECTOR","9","MAIN","U510.17","450","410","4C","{6,8}"
"LCD_DATA10","OffPage","08 BOOT CFG","8","MAIN","R671.1","1520","660","2C","{6,9}"
"LCD_DATA10","OffPage","06 CPU PERI1","6","MAIN","U101D.E12","1290","280","2C","{8,9}"
"LCD_DATA12","OffPage","09 CONNECTOR","9","MAIN","U510.19","450","430","4C","{6,8}"
"LCD_DATA12","OffPage","08 BOOT CFG","8","MAIN","R673.1","1520","680","2C","{6,9}"
"LCD_DATA12","OffPage","06 CPU PERI1","6","MAIN","U101D.C12","1290","300","2C","{8,9}"
"PMIC_STBY_REQ","OffPage","10 POWER","10","MAIN","Q11.1,R703.2","1260","100","2D","{7}"
"PMIC_STBY_REQ","OffPage","07 CPU PERI2","7","MAIN","U101B.U9","580","500","4C","{10}"
"LCD_DATA6","OffPage","09 CONNECTOR","9","MAIN","U510.13","450","370","4C","{6,8}"
"LCD_DATA6","OffPage","08 BOOT CFG","8","MAIN","R667.1","1520","600","2C","{6,9}"
"LCD_DATA6","OffPage","06 CPU PERI1","6","MAIN","U101D.A10","1290","240","2D","{8,9}"
"JTAG_TDO","OffPage","09 CONNECTOR","9","MAIN","U511.18","870","420","3C","{7}"
"JTAG_TDO","OffPage","07 CPU PERI2","7","MAIN","U101B.N15","1030","360","2C","{9}"
"SAI2_SYNC","OffPage","07 CPU PERI2","7","MAIN","U101B.N15","1240","360","2C","{9}"
"LCD_DATA22","OffPage","09 CONNECTOR","9","MAIN","U510.29","450","530","4C","{6,8}"
"LCD_DATA22","OffPage","08 BOOT CFG","8","MAIN","R683.1","1520","800","2B","{6,9}"
"LCD_DATA22","OffPage","06 CPU PERI1","6","MAIN","U101D.A14","1290","400","2C","{8,9}"
"SHIFT_SDI","OffPage","07 CPU PERI2","7","MAIN","U101B.T10","290","340","5C","{9}"
"BOOT_MODE0","OffPage","09 CONNECTOR","9","MAIN","U511.7","870","310","3C","{7}"
"BOOT_MODE0","OffPage","07 CPU PERI2","7","MAIN","U101B.T10","580","340","4C","{9}"
"LCD_DATA20","OffPage","09 CONNECTOR","9","MAIN","U510.27","450","510","4C","{6,8}"
"LCD_DATA20","OffPage","08 BOOT CFG","8","MAIN","R681.1","1520","780","2B","{6,9}"
"LCD_DATA20","OffPage","06 CPU PERI1","6","MAIN","U101D.C14","1290","380","2C","{8,9}"
"UART5_RXD","OffPage","09 CONNECTOR","9","MAIN","U511.32","740","530","3C","{7}"
"UART5_RXD","OffPage","07 CPU PERI2","7","MAIN","U101B.G13","960","670","3B","{9}"
"I2C2_SDA","OffPage","07 CPU PERI2","7","MAIN","U101B.G13","1240","670","2B","{9}"
"LCD_DATA4","OffPage","09 CONNECTOR","9","MAIN","U510.11","450","350","4C","{6,8}"
"LCD_DATA4","OffPage","08 BOOT CFG","8","MAIN","R665.1","1520","580","2C","{6,9}"
"LCD_DATA4","OffPage","06 CPU PERI1","6","MAIN","U101D.C10","1290","220","2D","{8,9}"
"LCD_DATA7","OffPage","09 CONNECTOR","9","MAIN","U510.14","450","380","4C","{6,8}"
"LCD_DATA7","OffPage","08 BOOT CFG","8","MAIN","R668.1","1520","610","2C","{6,9}"
"LCD_DATA7","OffPage","06 CPU PERI1","6","MAIN","U101D.D11","1290","250","2D","{8,9}"
"LCD_DATA14","OffPage","09 CONNECTOR","9","MAIN","U510.21","450","450","4C","{6,8}"
"LCD_DATA14","OffPage","08 BOOT CFG","8","MAIN","R657.1,R675.1","1520","700","2C","{6,9}"
"LCD_DATA14","OffPage","06 CPU PERI1","6","MAIN","U101D.A12","1290","320","2C","{8,9}"
"PMIC_ON_REQ","OffPage","10 POWER","10","MAIN","Q15.1,R708.2","950","710","3B","{7,9}"
"PMIC_ON_REQ","OffPage","09 CONNECTOR","9","MAIN","U510.41","320","440","4C","{7,10}"
"PMIC_ON_REQ","OffPage","07 CPU PERI2","7","MAIN","U101B.T9","580","510","4C","{9,10}"
"nWDOG","OffPage","10 POWER","10","MAIN","C556.2","1310","490","1C","{6}"
"nWDOG","OffPage","06 CPU PERI1","6","MAIN","R522.2","1360","150","1D","{10}"
"NAND_DQS","OffPage","06 CPU PERI1","6","MAIN","R526.2","520","220","4D","{5}"
"NAND_DQS","OffPage","05 EMMC NAND","5","MAIN","U512.35","530","1010","4A","{6}"
"QSPIA_nSS0","OffPage","06 CPU PERI1","6","MAIN","R526.2","750","220","3D","{5}"
"QSPIA_SCLK","OffPage","06 CPU PERI1","6","MAIN","U101J.D5","750","200","3D","{5}"
"NAND_nWP","OffPage","06 CPU PERI1","6","MAIN","U101J.D5","520","200","4D","{5}"
"NAND_nWP","OffPage","05 EMMC NAND","5","MAIN","U512.19","320","1060","4A","{6}"
"NAND_CLE","OffPage","06 CPU PERI1","6","MAIN","U101J.A4","520","170","4D","{5}"
"NAND_CLE","OffPage","05 EMMC NAND","5","MAIN","U512.16","320","1030","4A","{6}"
"QSPIA_DATA3","OffPage","06 CPU PERI1","6","MAIN","U101J.A4","750","170","3D","{5}"
"QSPIA_DATA1","OffPage","06 CPU PERI1","6","MAIN","U101J.C5","750","130","3D","{5}"
"NAND_nCE0","OffPage","06 CPU PERI1","6","MAIN","U101J.C5","520","130","4D","{5}"
"NAND_nCE0","OffPage","05 EMMC NAND","5","MAIN","R326.1,U512.9","150","960","5A","{6}"
"NAND_DATA6","OffPage","06 CPU PERI1","6","MAIN","U101J.A6","440","300","4C","{5}"
"NAND_DATA6","OffPage","05 EMMC NAND","5","MAIN","U512.43","530","930","4A","{6}"
"SD2_DATA6","OffPage","06 CPU PERI1","6","MAIN","U101J.A6","750","300","3C","{5}"
"SD2_DATA6","OffPage","05 EMMC NAND","5","MAIN","U302A.B5","137","170","5D","{6}"
"NAND_DATA7","OffPage","06 CPU PERI1","6","MAIN","U101J.A5","440","310","4C","{5}"
"NAND_DATA7","OffPage","05 EMMC NAND","5","MAIN","U512.44","530","920","4A","{6}"
"SD2_DATA7","OffPage","06 CPU PERI1","6","MAIN","U101J.A5","750","310","3C","{5}"
